,Common Name,Scientific Name,Status,Taxon Group
372,"Wolf, Mexican",Canis lupus baileyi,XN,Mammal
373,"Wolf, red",Canis rufus,Endangered,Mammal
374,"Wolf, red",Canis rufus,XN,Mammal
375,"Wombat, Queensland hairy-nosed (incl. Barnard's)",Lasiorhinus krefftii(formerly L. barnardi and L. gillespiei ),Endangered,Mammal
376,"Woodrat, Key Largo",Neotoma floridana smalli,Endangered,Mammal
377,"Woodrat, riparian (San Joaquin Valley)",Neotoma fuscipes riparia,Endangered,Mammal
378,"Yak, wild",Bos mutus (=grunniens m.),Endangered,Mammal
379,"Zebra, Grevy's",Equus grevyi,Threatened,Mammal
380,"Zebra, Hartmann's mountain",Equus zebra hartmannae,Threatened,Mammal
381,"Zebra, mountain",Equus zebra zebra,Endangered,Mammal
382,"Adjutant, greater",Leptoptilos dubius,Endangered,Bird
383,Akekee (honeycreeper),Loxops caeruleirostris,Endangered,Bird
384,"Akepa, Hawaii",Loxops coccineus,Endangered,Bird
385,"Akepa, Maui",Loxops ochraceus,Endangered,Bird
386,"Akialoa, Kauai",Hemignathus stejnegeri,Endangered,Bird
387,Akiapolaau,Hemignathus wilsoni,Endangered,Bird
388,Akikiki (honeycreeper),Oreomystis bairdi,Endangered,Bird
389,"Albatross, Amsterdam",Diomedea amsterdamensis,Endangered,Bird
390,"Albatross, short-tailed",Phoebastria (=Diomedea) albatrus,Endangered,Bird
391,"Alethe, Thyolo",Alethe choloensis,Endangered,Bird
392,"Antpitta, brown-banded",Grallaria milleri,Endangered,Bird
393,"Antwren, black-hooded",Formicivora erythronotos,Endangered,Bird
394,"Blackbird, yellow-shouldered",Agelaius xanthomus,Endangered,Bird
395,"Bobwhite, masked (quail)",Colinus virginianus ridgwayi,Endangered,Bird
396,"Booby, Abbott's",Papasula (=Sula) abbotti,Endangered,Bird
397,"Bristlebird, western",Dasyornis longirostris (=brachypterus l.),Endangered,Bird
398,"Bristlebird, western rufous",Dasyornis broadbenti littoralis,Endangered,Bird
399,"Bulbul, Mauritius olivaceous",Hypsipetes borbonicus olivaceus,Endangered,Bird
400,"Bullfinch, Sao Miguel (finch)",Pyrrhula pyrrhula murina,Endangered,Bird
401,"Bush-shrike, Ulugura",Malaconotus alius,Threatened,Bird
402,"Bushwren, New Zealand",Xenicus longipes,Endangered,Bird
403,"Bustard, great Indian",Ardeotis (=Choriotis) nigriceps,Endangered,Bird
404,Cahow,Pterodroma cahow,Endangered,Bird
405,"Capercaillie, Cantabrian",Tetrao urogallus cantabricus,Endangered,Bird
406,"Caracara, crested, (Audubon's) [FL DPS]",Polyborus plancus audubonii,Threatened,Bird
407,"Cinclodes, royal",Cinclodes aricomae,Endangered,Bird
408,"Cockatoo, Philippine",Cacatua haematuropygia,Endangered,Bird
409,"Cockatoo, salmon-crested",Cacatua moluccensis,Threatened,Bird
410,"Cockatoo, white",Cacatua alba,Threatened,Bird
411,"Cockatoo, yellow-crested",Cacatua sulphurea,Endangered,Bird
412,"Condor, Andean",Vultur gryphus,Endangered,Bird
413,"Condor, California",Gymnogyps californianus,Endangered,Bird
414,"Condor, California",Gymnogyps californianus,XN,Bird
415,"Coot, Hawaiian",Fulica americana alai,Endangered,Bird
416,"Cotinga, banded",Cotinga maculata,Endangered,Bird
417,"Cotinga, white-winged",Xipholena atropurpurea,Endangered,Bird
418,"Courser, Jerdon's",Rhinoptilus bitorquatus,Endangered,Bird
419,"Crane, black-necked",Grus nigricollis,Endangered,Bird
420,"Crane, Cuba sandhill",Grus canadensis nesiotes,Endangered,Bird
421,"Crane, hooded",Grus monacha,Endangered,Bird
422,"Crane, Japanese",Grus japonensis,Endangered,Bird
423,"Crane, Mississippi sandhill",Grus canadensis pulla,Endangered,Bird
424,"Crane, Siberian white",Grus leucogeranus,Endangered,Bird
425,"Crane, white-naped",Grus vipio,Endangered,Bird
426,"Crane, whooping",Grus americana,Endangered,Bird
427,"Crane, whooping",Grus americana,XN,Bird
428,"Creeper, Hawaii",Oreomystis mana,Endangered,Bird
429,"Creeper, Molokai",Paroreomyza flammea,Endangered,Bird
430,"Creeper, Oahu",Paroreomyza maculata,Endangered,Bird
431,"Crow, Hawaiian",Corvus hawaiiensis,Endangered,Bird
432,"Crow, Mariana",Corvus kubaryi,Endangered,Bird
433,"Crow, white-necked",Corvus leucognaphalus,Endangered,Bird
434,"Cuckoo, yellow-billed [Western DPS]",Coccyzus americanus,Threatened,Bird
435,"Cuckoo-shrike, Mauritius",Coquus typicus,Endangered,Bird
436,"Cuckoo-shrike, Reunion",Coquus newtoni,Endangered,Bird
437,"Curassow, blue-billed",Crax alberti,Endangered,Bird
438,"Curassow, razor-billed",Mitu mitu mitu,Endangered,Bird
439,"Curassow, red-billed",Crax blumenbachii,Endangered,Bird
440,"Curassow, Trinidad white-headed",Pipile pipile pipile,Endangered,Bird
441,"Curlew, Eskimo",Numenius borealis,Endangered,Bird
442,"Curlew, slender-billed",Numenius tenuirostris,Endangered,Bird
443,"Dove, cloven-feathered",Drepanoptila holosericea,Endangered,Bird
444,"Dove, Grenada gray-fronted",Leptotila rufaxilla wellsi,Endangered,Bird
445,"Duck, Hawaiian",Anas wyvilliana,Endangered,Bird
446,"Duck, Laysan",Anas laysanensis,Endangered,Bird
447,"Duck, pink-headed",Rhodonessa caryophyllacea,Endangered,Bird
448,"Duck, white-winged wood",Cairina scutulata,Endangered,Bird
449,"Eagle, Greenland white-tailed",Haliaeetus albicilla groenlandicus,Endangered,Bird
450,"Eagle, harpy",Harpia harpyja,Endangered,Bird
451,"Eagle, Madagascar sea",Haliaeetus vociferoides,Endangered,Bird
452,"Eagle, Madagascar serpent",Eutriorchis astur,Endangered,Bird
453,"Eagle, Philippine",Pithecophaga jefferyi,Endangered,Bird
454,"Eagle, Spanish imperial",Aquila heliaca adalberti,Endangered,Bird
455,"Egret, Chinese",Egretta eulophotes,Endangered,Bird
456,"Eider, spectacled",Somateria fischeri,Threatened,Bird
457,"Eider, Steller's [AK Breeding DPS]",Polysticta stelleri,Threatened,Bird
458,"Elepaio, Oahu",Chasiempis ibidis,Endangered,Bird
459,"Falcon, Eurasian peregrine",Falco peregrinus peregrinus,Endangered,Bird
460,"Falcon, northern aplomado",Falco femoralis septentrionalis,Endangered,Bird
461,"Falcon, northern aplomado",Falco femoralis septentrionalis,XN,Bird
462,"Finch, Laysan (honeycreeper)",Telespyza cantans,Endangered,Bird
463,"Finch, Nihoa (honeycreeper)",Telespyza ultima,Endangered,Bird
464,"Fire-eye, fringed-backed",Pyriglena atra,Endangered,Bird
465,"Flamingo, Andean",Phoenicoparrus andinus,Endangered,Bird
466,"Flycatcher, Euler's",Empidonax euleri johnstonei,Endangered,Bird
467,"Flycatcher, Seychelles paradise",Terpsiphone corvina,Endangered,Bird
468,"Flycatcher, southwestern willow",Empidonax traillii extimus,Endangered,Bird
469,"Flycatcher, Tahiti",Pomarea nigra,Endangered,Bird
470,"Fody, Mauritius",Foudia rubra,Endangered,Bird
471,"Fody, Rodrigues",Foudia flavicans,Endangered,Bird
472,"Fody, Seychelles (weaver-finch)",Foudia sechellarum,Endangered,Bird
473,"Francolin, Djibouti",Francolinus ochropectus,Endangered,Bird
474,"Frigatebird, Andrew's",Fregata andrewsi,Endangered,Bird
475,"Gallinule, Hawaiian common (Alae ula)",Gallinula chloropus (=galeata) sandvicensis,Endangered,Bird
476,"Gnatcatcher, coastal California",Polioptila californica californica,Threatened,Bird
477,"Goose, Hawaiian",Branta (=Nesochen) sandvicensis,Endangered,Bird
478,"Goshawk, Christmas Island",Accipiter fasciatus natalis,Endangered,Bird
479,"Goshawk, Queen Charlotte [British Columbia DPS]",Accipiter gentilis laingi,Threatened,Bird
480,"Grackle, slender-billed",Quisicalus palustris,Endangered,Bird
481,"Grasswren, Eyrean (flycatcher)",Amytornis goyderi,Endangered,Bird
482,"Grebe, Alaotra",Tachybaptus rufoflavatus,Endangered,Bird
483,"Grebe, Atitlan",Podilymbus gigas,Endangered,Bird
484,"Grebe, Junín",Podiceps taczanowskii,Endangered,Bird
485,"Greenshank, Nordmann's",Tringa guttifer,Endangered,Bird
486,"Ground-cuckoo, southeastern rufous-vented",Neomorphus geoffroyi dulcis,Endangered,Bird
487,"Ground-dove, friendly (= tuaimeo) (American Samoa DPS)",Gallicolumba stairi,Endangered,Bird
488,"Guan, cauca",Penelope perspicax,Endangered,Bird
489,"Guan, horned",Oreophasis derbianus,Endangered,Bird
490,"Guan, white-winged",Penelope albipennis,Endangered,Bird
491,"Guineafowl, white-breasted",Agelastes meleagrides,Threatened,Bird
492,"Gull, Audouin's",Larus audouinii,Endangered,Bird
493,"Gull, relict",Larus relictus,Endangered,Bird
494,"Hawk, Galapagos",Buteo galapagoensis,Endangered,Bird
495,"Hawk, Hawaiian",Buteo solitarius,Endangered,Bird
496,"Hawk, Puerto Rican broad-winged",Buteo platypterus brunnescens,Endangered,Bird
497,"Hawk, Puerto Rican sharp-shinned",Accipiter striatus venator,Endangered,Bird
498,"Hermit, hook-billed (hummingbird)",Ramphodon (=Glaucis) dohrnii,Endangered,Bird
499,"Hermit, Margaretta's",Phaethornis malaris margarettae,Endangered,Bird
500,"Honeycreeper, crested (Akohekohe)",Palmeria dolei,Endangered,Bird
501,"Honeyeater, helmeted",Lichenostomus melanops cassidix (=Meliphaga c.),Endangered,Bird
502,"Hornbill, helmeted",Buceros (=Rhinoplax) vigil,Endangered,Bird
503,"Hummingbird, Honduran emerald",Amazilia luciae,Endangered,Bird
504,"Ibis, giant",Pseudibis gigantea,Endangered,Bird
505,"Ibis, Japanese crested",Nipponia nippon,Endangered,Bird
506,"Ibis, northern bald",Geronticus eremita,Endangered,Bird
507,Iiwi (honeycreeper),Drepanis coccinea,Threatened,Bird
508,Kagu,Rhynochetos jubatus,Endangered,Bird
509,Kakapo,Strigops habroptilus,Endangered,Bird
510,"Kestrel, Mauritius",Falco punctatus,Endangered,Bird
511,"Kestrel, Seychelles",Falco araea,Endangered,Bird
512,"Kingfisher, Guam Micronesian",Halcyon cinnamomina cinnamomina,Endangered,Bird
513,"Kite, Cuba hook-billed",Chondrohierax uncinatus wilsonii,Endangered,Bird
514,"Kite, Grenada hook-billed",Chondrohierax uncinatus mirus,Endangered,Bird
515,"Kite, snail (Everglade)",Rostrhamus sociabilis plumbeus,Endangered,Bird
516,"Knot, rufa red",Calidris canutus rufa,Threatened,Bird
517,Kokako (wattlebird),Callaeas cinerea,Endangered,Bird
518,"Lark, Raso",Alauda razae,Endangered,Bird
519,"Lark, streaked horned",Eremophila alpestris strigata,Threatened,Bird
520,"Macaw, blue-throated",Ara glaucogularis,Endangered,Bird
521,"Macaw, glaucous",Anodorhynchus glaucus,Endangered,Bird
522,"Macaw, great green",Ara ambiguus,Endangered,Bird
523,"Macaw, hyacinth",Anodorhynchus hyacinthinus,Threatened,Bird
524,"Macaw, indigo",Anodorhynchus leari,Endangered,Bird
525,"Macaw, little blue",Cyanopsitta spixii,Endangered,Bird
526,"Macaw, military",Ara militaris,Endangered,Bird
527,"Magpie-robin, Seychelles (thrush)",Copsychus sechellarum,Endangered,Bird
528,"Malimbe, Ibadan",Malimbus ibadanensis,Endangered,Bird
529,"Malkoha, red-faced (cuckoo)",Phaenicophaeus pyrrhocephalus,Endangered,Bird
530,Mao (= maomao) (honeyeater),Gymnomyza samoensis,Endangered,Bird
531,"Megapode, Maleo",Macrocephalon maleo,Endangered,Bird
532,"Megapode, Micronesian (=La Perouse's)",Megapodius laperouse,Endangered,Bird
533,"Merganser, Brazilian",Mergus octosetaceus,Endangered,Bird
534,"Millerbird, Nihoa (old world warbler)",Acrocephalus familiaris kingi,Endangered,Bird
535,"Mockingbird, Socorro",Mimus Graysoni,Endangered,Bird
536,"Moorhen, Mariana common",Gallinula chloropus guami,Endangered,Bird
537,"Murrelet, marbled [CA, OR, WA DPS]",Brachyramphus marmoratus,Threatened,Bird
538,"Nightjar, Puerto Rican",Caprimulgus noctitherus,Endangered,Bird
539,"Nukupuu, Kauai",Hemignathus hanapepe,Endangered,Bird
540,"Nukupuu, Maui",Hemignathus affinis,Endangered,Bird
541,"Nuthatch, Algerian",Sitta ledanti,Endangered,Bird
542,"`O`o, Kauai (honeyeater)",Moho braccatus,Endangered,Bird
543,"Ostrich, Arabian",Struthio camelus syriacus,Endangered,Bird
544,"Ostrich, West African",Struthio camelus spatzi,Endangered,Bird
545,`O`u (honeycreeper),Psittirostra psittacea,Endangered,Bird
546,"Owl, Anjouan scops",Otus rutilus capnodes,Endangered,Bird
547,"Owl, giant scops",Mimizuku (=Otus) gurneyi,Endangered,Bird
548,"Owl, Madagascar red",Tyto soumagnei,Endangered,Bird
549,"Owl, Mexican spotted",Strix occidentalis lucida,Threatened,Bird
550,"Owl, northern spotted",Strix occidentalis caurina,Threatened,Bird
551,"Owl, Seychelles scops",Otus magicus (=insularis) insularis,Endangered,Bird
552,"Owlet, Morden's",Otus ireneae,Endangered,Bird
553,"Oystercatcher, Canarian black",Haematopus meadewaldoi,Endangered,Bird
554,Palila (honeycreeper),Loxioides bailleui,Endangered,Bird
555,"Paradise-flycatcher, caerulean",Eutrichomyias rowleyi,Endangered,Bird
556,"Parakeet, blue-throated (=ochre-marked)",Pyrrhura cruentata,Endangered,Bird
557,"Parakeet, Forbes'",Cyanoramphus auriceps forbesi,Endangered,Bird
558,"Parakeet, golden",Aratinga guarouba,Endangered,Bird
559,"Parakeet, golden-shouldered",Psephotus chrysopterygius,Endangered,Bird
560,"Parakeet, Mauritius",Psittacula echo,Endangered,Bird
561,"Parakeet, Norfolk Island",Cyanoramphus cookii (=novaezelandiae c.),Endangered,Bird
562,"Parakeet, orange-bellied",Neophema chrysogaster,Endangered,Bird
563,"Parakeet, paradise",Psephotus pulcherrimus,Endangered,Bird
564,"Parrot, Bahaman or Cuban",Amazona leucocephala,Endangered,Bird
565,"Parrot, ground",Pezoporus wallicus,Endangered,Bird
566,"Parrot, imperial",Amazona imperialis,Endangered,Bird
567,"Parrot, night (=Australian)",Geopsittacus occidentalis,Endangered,Bird
568,"Parrot, Puerto Rican",Amazona vittata,Endangered,Bird
569,"Parrot, red-browed",Amazona rhodocorytha,Endangered,Bird
570,"Parrot, red-capped",Pionopsitta pileata,Endangered,Bird
571,"Parrot, red-necked",Amazona arausiaca,Endangered,Bird
572,"Parrot, red-spectacled",Amazona pretrei pretrei,Endangered,Bird
573,"Parrot, red-tailed",Amazona brasiliensis,Endangered,Bird
574,"Parrot, Seychelles lesser vasa",Coracopsis nigra barklyi,Endangered,Bird
575,"Parrot, St. Vincent",Amazona guildingii,Endangered,Bird
576,"Parrot, St. Lucia",Amazona versicolor,Endangered,Bird
577,"Parrot, thick-billed",Rhynchopsitta pachyrhyncha,Endangered,Bird
578,"Parrot, vinaceous-breasted",Amazona vinacea,Endangered,Bird
579,"Parrot, yellow-billed",Amazona collaria,Threatened,Bird
580,"Parrotbill, Maui (Kiwikiu)",Pseudonestor xanthophrys,Endangered,Bird
581,"Penguin, African",Spheniscus demersus,Endangered,Bird
582,"Penguin, erect-crested",Eudyptes sclateri,Threatened,Bird
583,"Penguin, Fiordland crested",Eudyptes pachyrhynchus,Threatened,Bird
584,"Penguin, Galapagos",Spheniscus mendiculus,Endangered,Bird
585,"Penguin, Humboldt",Spheniscus humboldti,Threatened,Bird
586,"Penguin, southern rockhopper [New Zealand-Australia DPS]",Eudyptes chrysocome,Threatened,Bird
587,"Penguin, white-flippered",Eudyptula minor albosignata,Threatened,Bird
588,"Penguin, yellow-eyed",Megadyptes antipodes,Threatened,Bird
589,"Petrel, Chatham",Pterodroma axillaris,Endangered,Bird
590,"Petrel, Fiji",Pseudobulweria macgillivrayi,Endangered,Bird
591,"Petrel, Galapagos",Pterodroma phaeopygia,Threatened,Bird
592,"Petrel, Hawaiian",Pterodroma sandwichensis,Endangered,Bird
593,"Petrel, Madeira",Pterodroma madeira,Endangered,Bird
594,"Petrel, magenta",Pterodroma magentae,Endangered,Bird
595,"Petrel, Mascarene black",Pterodroma aterrima,Endangered,Bird
596,"Pheasant, bar-tailed",Syrmaticus humaie,Endangered,Bird
597,"Pheasant, Blyth's tragopan",Tragopan blythii,Endangered,Bird
598,"Pheasant, brown eared",Crossoptilon mantchuricum,Endangered,Bird
599,"Pheasant, Cabot's tragopan",Tragopan caboti,Endangered,Bird
600,"Pheasant, cheer",Catreus wallichii,Endangered,Bird
601,"Pheasant, Chinese monal",Lophophorus lhuysii,Endangered,Bird
602,"Pheasant, Edward's",Lophura edwardsi,Endangered,Bird
603,"Pheasant, Elliot's",Syrmaticus ellioti,Endangered,Bird
604,"Pheasant, imperial",Lophura imperialis,Endangered,Bird
605,"Pheasant, Mikado",Syrmaticus mikado,Endangered,Bird
606,"Pheasant, Palawan peacock",Polyplectron emphanum,Endangered,Bird
607,"Pheasant, Sclater's monal",Lophophorus sclateri,Endangered,Bird
608,"Pheasant, Swinhoe's",Lophura swinhoii,Endangered,Bird
609,"Pheasant, western tragopan",Tragopan melanocephalus,Endangered,Bird
610,"Pheasant, white eared",Crossoptilon crossoptilon,Endangered,Bird
611,"Pigeon, Azores wood",Columba palumbus azorica,Endangered,Bird
612,"Pigeon, Chatham Island",Hemiphaga novaeseelandiae chathamensis,Endangered,Bird
613,"Pigeon, Marquesan imperial",Ducula galeata,Endangered,Bird
614,"Pigeon, Mindoro imperial (=zone-tailed)",Ducula mindorensis,Endangered,Bird
615,"Pigeon, pink",Columba mayeri,Endangered,Bird
616,"Pigeon, Puerto Rican plain",Columba inornata wetmorei,Endangered,Bird
617,"Pigeon, white-tailed laurel",Columba junoniae,Threatened,Bird
618,"Piping-guan, black-fronted",Pipile jacutinga,Endangered,Bird
619,"Pitta, Gurney's",Pitta gurneyi,Endangered,Bird
620,"Pitta, Koch's",Pitta kochi,Endangered,Bird
621,"Plantcutter, Peruvian",Phytotoma raimondii,Endangered,Bird
622,"Plover, New Zealand shore",Thinornis novaeseelandiae,Endangered,Bird
623,"Plover, piping [Great Lakes watershed DPS]",Charadrius melodus,Endangered,Bird
624,"Plover, piping [Atlantic Coast and Northern Great Plains populations]",Charadrius melodus,Threatened,Bird
625,"Plover, western snowy [Pacific Coast population DPS]",Charadrius alexandrinus nivosus,Threatened,Bird
626,"Pochard, Madagascar",Aythya innotata,Endangered,Bird
627,Po`ouli (honeycreeper),Melamprosops phaeosoma,Endangered,Bird
628,"Prairie-chicken, Attwater's greater",Tympanuchus cupido attwateri,Endangered,Bird
629,"Puffleg, black-breasted",Eriocnemis nigrivestis,Endangered,Bird
630,"Quail, Merriam's Montezuma",Cyrtonyx montezumae merriami,Endangered,Bird
631,"Quetzel, resplendent",Pharomachrus mocinno,Endangered,Bird
632,"Rail, Aukland Island",Rallus pectoralis muelleri,Endangered,Bird
633,"Rail, California clapper",Rallus longirostris obsoletus,Endangered,Bird
634,"Rail, Guam",Rallus owstoni,Endangered,Bird
635,"Rail, Guam",Rallus owstoni,XN,Bird
636,"Rail, Junín",Laterallus tuerosi,Endangered,Bird
637,"Rail, light-footed clapper",Rallus longirostris levipes,Endangered,Bird
638,"Rail, Lord Howe wood",Gallirallus (=Tricholimnas) sylvestris,Endangered,Bird
639,"Rail, Yuma clapper",Rallus longirostris yumanensis,Endangered,Bird
640,"Rhea, lesser (incl. Darwin's)",Rhea (=Pterocnemia) pennata,Endangered,Bird
641,"Robin, Chatham Island",Petroica traversi,Endangered,Bird
642,"Robin, dappled mountain",Arcanator orostruthus,Threatened,Bird
643,"Robin, scarlet-breasted (flycatcher)",Petroica multicolor multicolor,Endangered,Bird
644,"Rockfowl, grey-necked",Picathartes oreas,Endangered,Bird
645,"Rockfowl, white-necked",Picathartes gymnocephalus,Endangered,Bird
646,"Roller, long-tailed ground",Uratelornis chimaera,Endangered,Bird
647,"Sage-grouse, Gunnison",Centrocercus minimus,Threatened,Bird
648,"Scrub-bird, noisy",Atrichornis clamosus,Endangered,Bird
649,"Scrub-jay, Florida",Aphelocoma coerulescens,Threatened,Bird
650,"Shama, Cebu black (thrush)",Copsychus niger cebuensis,Endangered,Bird
651,"Shearwater, Heinroth's",Puffinus heinrothi,Threatened,Bird
652,"Shearwater, Newell's Townsend's",Puffinus auricularis newelli,Threatened,Bird
653,"Shrike, San Clemente loggerhead",Lanius ludovicianus mearnsi,Endangered,Bird
654,"Siskin, red",Carduelis cucullata,Endangered,Bird
655,"Sparrow, Cape Sable seaside",Ammodramus maritimus mirabilis,Endangered,Bird
656,"Sparrow, Florida grasshopper",Ammodramus savannarum floridanus,Endangered,Bird
657,"Sparrow, San Clemente sage",Amphispiza belli clementeae,Threatened,Bird
658,"Sparrowhawk, Anjouan Island",Accipiter francesii pusillus,Endangered,Bird
659,"Starling, Ponape mountain",Aplonis pelzelni,Endangered,Bird
660,"Starling, Rothschild's (myna)",Leucopsar rothschildi,Endangered,Bird
661,"Stilt, black",Himantopus novaezelandiae,Endangered,Bird
662,"Stilt, Hawaiian",Himantopus mexicanus (=himantopus) knudseni,Endangered,Bird
663,"Stork, oriental white",Ciconia boyciana (=ciconia b.),Endangered,Bird
664,"Stork, wood [Southeast U.S. DPS]",Mycteria americana,Threatened,Bird
665,"Storm-petrel, band-rumped (Hawaii DPS)",Oceanodroma castro,Endangered,Bird
666,"Sunbird, Marungu",Nectarinia prigoginei,Endangered,Bird
667,"Swiftlet, Mariana gray",Aerodramus vanikorensis bartschi,Endangered,Bird
668,"Tanager, cherry-throated",Nemosia rourei,Endangered,Bird
669,"Teal, Campbell Island flightless",Anas aucklandica nesiotis,Endangered,Bird
670,"Tern, California least",Sterna antillarum browni,Endangered,Bird
671,,,,Bird
672,"Tern, least [Interior DPS]",Sterna antillarum,Endangered,Bird
673,"Tern, roseate [Northeast U.S. nesting population DPS]",Sterna dougallii dougallii,Endangered,Bird
674,"Tern, roseate [Western Hemisphere DPS]",Sterna dougallii dougallii,Threatened,Bird
675,"Thicketbird, long-legged",Trichocichla rufa,Endangered,Bird
676,"Thrasher, white-breasted",Ramphocinclus brachyurus,Endangered,Bird
677,"Thrush, large Kauai",Myadestes myadestinus,Endangered,Bird
678,"Thrush, Molokai",Myadestes lanaiensis rutha,Endangered,Bird
679,"Thrush, New Zealand (wattlebird)",Turnagra capensis,Endangered,Bird
680,"Thrush, small Kauai",Myadestes palmeri,Endangered,Bird
681,"Thrush, St. Lucia forest",Cichlherminia lherminieri sanctaeluciae,Endangered,Bird
682,"Thrush, Taita",Turdus olivaceous helleri,Endangered,Bird
683,"Tinamou, solitary",Tinamus solitarius,Endangered,Bird
684,"Tit-spinetail, white-browed",Leptasthenura xenothorax,Endangered,Bird
685,"Tit-tyrant, ash-breasted",Anairetes alpinus,Endangered,Bird
686,"Tody-tyrant, Kaempfer's",Hemitriccus kaempferi,Endangered,Bird
687,"Towhee, Inyo California",Pipilo crissalis eremophilus,Threatened,Bird
688,"Tree-finch, medium",Camarhynchus pauper,Endangered,Bird
689,"Trembler, Martinique (thrasher)",Cinclocerthia ruficauda gutturalis,Endangered,Bird
690,"Turaco, Bannerman's",Tauraco bannermani,Endangered,Bird
691,"Turtle-dove, Seychelles",Streptopelia picturata rostrata,Endangered,Bird
692,"Vanga, Pollen's",Xenopirostris polleni,Threatened,Bird
693,"Vanga, Van Dam's",Xenopirostris damii,Threatened,Bird
694,"Vireo, least Bell's",Vireo bellii pusillus,Endangered,Bird
695,"Wanderer, plain (collared-hemipode)",Pedionomous torquatus,Endangered,Bird
696,"Warbler, Aldabra (old world warbler)",Nesillas aldabranus,Endangered,Bird
697,"Warbler (wood), Bachman's",Vermivora bachmanii,Endangered,Bird
698,"Warbler (wood), Barbados yellow",Dendroica petechia petechia,Endangered,Bird
699,"Warbler, elfin-woods",Setophaga angelae,Threatened,Bird
700,"Warbler (wood), golden-cheeked",Dendroica chrysoparia,Endangered,Bird
701,"Warbler (wood), Kirtland's",Dendroica kirtlandii,Endangered,Bird
702,"Warbler, Eiao Marquesas reed-",Acrocephalus percernis aquilonis,Endangered,Bird
703,"Warbler, nightingale reed, (old world warbler)",Acrocephalus luscinia,Endangered,Bird
704,"Warbler, Rodrigues (old world warbler)",Bebrornis rodericanus,Endangered,Bird
705,"Warbler (wood), Semper's",Leucopeza semperi,Endangered,Bird
706,"Warbler, Seychelles (old world warbler)",Bebrornis sechellensis,Endangered,Bird
707,"Wattle-eye, banded",Platysteira laticincta,Endangered,Bird
708,"Weaver, Clarke's",Ploceus golandi,Endangered,Bird
709,"Whipbird, western",Psophodes nigrogularis,Endangered,Bird
710,"White-eye, bridled",Zosterops conspicillatus conspicillatus,Endangered,Bird
711,"White-eye, Norfolk Island",Zosterops albogularis,Endangered,Bird
712,"White-eye, Ponape greater",Rukia longirostra,Endangered,Bird
713,"White-eye, Rota bridled",Zosterops rotensis,Endangered,Bird
714,"White-eye, Seychelles",Zosterops modesta,Endangered,Bird
715,"Woodpecker, imperial",Campephilus imperialis,Endangered,Bird
716,"Woodpecker, ivory-billed",Campephilus principalis,Endangered,Bird
717,"Woodpecker, red-cockaded",Picoides borealis,Endangered,Bird
718,"Woodpecker, Tristam's",Dryocopus javensis richardsi,Endangered,Bird
719,"Wood-quail, gorgeted",Odontophorus strophium,Endangered,Bird
720,"Woodstar, Chilean",Eulidia yarrellii,Endangered,Bird
721,"Woodstar, Esmeraldas",Chaetocercus berlepschi,Endangered,Bird
722,"Wren, Guadeloupe house",Troglodytes aedon guadeloupensis,Endangered,Bird
723,"Wren, St. Lucia house",Troglodytes aedon mesoleucus,Endangered,Bird
724,"Alligator, American",Alligator mississippiensis,Threatened (S/A),Reptile
725,"Alligator, Chinese",Alligator sinensis,Endangered,Reptile
726,"Anole, Culebra Island giant",Anolis roosevelti,Endangered,Reptile
727,"Boa, Jamaican",Epicrates subflavus,Endangered,Reptile
728,"Boa, Mona",Epicrates monensis monensis,Threatened,Reptile
729,"Boa, Puerto Rican",Epicrates inornatus,Endangered,Reptile
730,"Boa, Round Island (unnamed)",Bolyeria multocarinata,Endangered,Reptile
731,"Boa, Round Island (unnamed)",Casarea dussumieri,Endangered,Reptile
732,"Boa, Virgin Islands tree",Epicrates monensis granti,Endangered,Reptile
733,"Caiman, Apaporis River",Caiman crocodilus apaporiensis,Endangered,Reptile
734,"Caiman, black",Melanosuchus niger,Endangered,Reptile
735,"Caiman, broad-snouted [Bolivia, Brazil, Paraguay, Uruguay DPS]",Caiman latirostris,Endangered,Reptile
736,"Caiman, broad-snouted [Argentina DPS]",Caiman latirostris,Threatened,Reptile
737,"Caiman, brown",Caiman crocodilus fuscus (includes Caiman crocodilus chiapasius ),Threatened (S/A),Reptile
738,"Caiman, common",Caiman crocodilus crocodilus,Threatened (S/A),Reptile
739,"Caiman, yacare",Caiman yacare,Threatened,Reptile
740,"Chuckwalla, San Esteban Island",Sauromalus varius,Endangered,Reptile
741,"Crocodile, African dwarf",Osteolaemus tetraspis tetraspis,Endangered,Reptile
742,"Crocodile, African slender-snouted",Crocodylus cataphractus,Endangered,Reptile
743,"Crocodile, American [Non-U.S. populations]",Crocodylus acutus,Endangered,Reptile
744,"Crocodile, American [FL DPS]",Crocodylus acutus,Threatened,Reptile
745,"Crocodile, Ceylon mugger",Crocodylus palustris kimbula,Endangered,Reptile
746,"Crocodile, Congo dwarf",Osteolaemus tetraspis osborni,Endangered,Reptile
747,"Crocodile, Cuban",Crocodylus rhombifer,Endangered,Reptile
748,"Crocodile, mugger",Crocodylus palustris palustris,Endangered,Reptile
749,"Crocodile, Nile",Crocodylus niloticus,Threatened,Reptile
750,"Crocodile, Orinoco",Crocodylus intermedius,Endangered,Reptile
751,"Crocodile, Philippine",Crocodylus novaeguineae mindorensis,Endangered,Reptile
752,"Crocodile, saltwater [All populations except Papua New Guinea and Australia]",Crocodylus porosus,Endangered,Reptile
