,Park Name,Taxon Group,Scientific Name,Common Name,Occurrence
1325,Glacier National Park,Vascular Plant,Poa stenantha,TRINIUS' BLUEGRASS,Present
1326,Glacier National Park,Vascular Plant,Poa wheeleri,WHEELER'S BLUEGRASS,Present
1327,Glacier National Park,Vascular Plant,Pseudoroegneria spicata ssp. spicata,BLUEBUNCH WHEATGRASS,Present
1328,Glacier National Park,Vascular Plant,Torreyochloa pallida var. pauciflora,WEAK ALKALIGRASS,Present
1329,Glacier National Park,Vascular Plant,Trisetum canescens,TALL TRISETUM,Present
1330,Glacier National Park,Vascular Plant,Trisetum orthochaetum,LOLO TRISETUM,Present
1331,Glacier National Park,Vascular Plant,Trisetum spicatum,DOWNY TRISETUM,Present
1332,Glacier National Park,Vascular Plant,Trisetum wolfii,BEARDLESS TRISETUM,Present
1333,Glacier National Park,Vascular Plant,Triticum aestivum,WHEAT,Present
1334,Glacier National Park,Vascular Plant,Vahlodea atropurpurea,MOUNTAIN HAIRGRASS,Present
1335,Glacier National Park,Vascular Plant,Sparganium angustifolium,FLOATING BUR-REED,Present
1336,Glacier National Park,Vascular Plant,Sparganium natans,SMALL BUR-REED,Present
1337,Glacier National Park,Vascular Plant,Typha latifolia,BROADLEAVED CAT-TAIL,Present
1338,Glacier National Park,Vascular Plant,Asplenium trichomanes-ramosum,GREEN SPLEENWORT,Present
1339,Glacier National Park,Vascular Plant,Pteridium aquilinum,BRACKEN FERN,Present
1340,Glacier National Park,Vascular Plant,Dryopteris carthusiana,SPINULOSE WOOD-FERN,Present
1341,Glacier National Park,Vascular Plant,Dryopteris cristata,BUCKLER FERN,Present
1342,Glacier National Park,Vascular Plant,Dryopteris expansa,SPREADING WOOD-FERN,Present
1343,Glacier National Park,Vascular Plant,Dryopteris filix-mas,MALE-FERN,Present
1344,Glacier National Park,Vascular Plant,Polystichum andersonii,ANDERSONS' SWORD-FERN,Present
1345,Glacier National Park,Vascular Plant,Polystichum lonchitis,MOUNTAIN HOLLY-FERN,Present
1346,Glacier National Park,Vascular Plant,Polystichum munitum,COMMON SWORD-FERN,Present
1347,Glacier National Park,Vascular Plant,Polypodium hesperium,INLAND LICORICE-FERN,Present
1348,Glacier National Park,Vascular Plant,Adiantum aleuticum,MAIDENHAIR FERN,Present
1349,Glacier National Park,Vascular Plant,Aspidotis densa,PODFERN,Present
1350,Glacier National Park,Vascular Plant,Cheilanthes gracillima,LACE LIP-FERN,Present
1351,Glacier National Park,Vascular Plant,Cryptogramma acrostichoides,PARSLEY-FERN,Present
1352,Glacier National Park,Vascular Plant,Cryptogramma stelleri,STELLER'S ROCK-BRAKE,Present
1353,Glacier National Park,Vascular Plant,Phegopteris connectilis,NORTHERN BEECH-FERN,Present
1354,Glacier National Park,Vascular Plant,Athyrium americanum,ALPINE LADY-FERN,Present
1355,Glacier National Park,Vascular Plant,Athyrium filix-femina ssp. cyclosorum,LADY-FERN,Present
1356,Glacier National Park,Vascular Plant,Cystopteris fragilis,FRAGILE FERN,Present
1357,Glacier National Park,Vascular Plant,Cystopteris montana,MOUNTAIN BLADDER-FERN,Present
1358,Glacier National Park,Vascular Plant,Gymnocarpium disjunctum,PACIFIC OAK-FERN,Present
1359,Glacier National Park,Vascular Plant,Gymnocarpium dryopteris,WESTERN OAK-FERN,Present
1360,Glacier National Park,Vascular Plant,Woodsia oregana,WOODSIA,Present
1361,Glacier National Park,Vascular Plant,Woodsia scopulina,ROCKY MOUNTAIN WOODSIA,Present
1362,Glacier National Park,Vascular Plant,Mahonia repens,OREGON GRAPE,Present
1363,Glacier National Park,Vascular Plant,Corydalis aurea,GOLDEN-SMOKE,Present
1364,Glacier National Park,Vascular Plant,Corydalis sempervirens,PINK CORYDALIS,Present
1365,Glacier National Park,Vascular Plant,Dicentra uniflora,STEER'S-HEAD,Present
1366,Glacier National Park,Vascular Plant,Papaver pygmaeum,ALPINE GLACIER POPPY,Present
1367,Glacier National Park,Vascular Plant,Actaea rubra,BANEBERRY,Present
1368,Glacier National Park,Vascular Plant,Anemone lithophila,DRUMMOND'S ANEMONE,Present
1369,Glacier National Park,Vascular Plant,Anemone multifida,CUTLEAF ANEMONE,Present
1370,Glacier National Park,Vascular Plant,Anemone parviflora,NORTHERN ANEMONE,Present
1371,Glacier National Park,Vascular Plant,Anemone tetonensis,CLIFF ANEMONE,Present
1372,Glacier National Park,Vascular Plant,Aquilegia flavescens,YELLOW COLUMBINE,Present
1373,Glacier National Park,Vascular Plant,Aquilegia jonesii,LIMESTONE COLUMBINE,Present
1374,Glacier National Park,Vascular Plant,Ceratocephala testiculata,BUR BUTTERCUP,Present
1375,Glacier National Park,Vascular Plant,Clematis ligusticifolia,WESTERN VIRGIN'S-BOWER,Present
1376,Glacier National Park,Vascular Plant,Clematis occidentalis var. grosseserrata,COLUMBIA VIRGIN'S-BOWER,Present
1377,Glacier National Park,Vascular Plant,Delphinium bicolor,MONTANA LOW LARKSPUR,Present
1378,Glacier National Park,Vascular Plant,Delphinium depauperatum,SLIM LARKSPUR,Present
1379,Glacier National Park,Vascular Plant,Delphinium glaucum,DUNCECAP LARKSPUR,Present
1380,Glacier National Park,Vascular Plant,Delphinium nuttallianum,UPLAND LARKSPUR,Present
1381,Glacier National Park,Vascular Plant,Pulsatilla occidentalis,MOUNTAIN PASQUEFLOWER,Present
1382,Glacier National Park,Vascular Plant,Pulsatilla patens ssp. multifida,PASQUEFLOWER,Present
1383,Glacier National Park,Vascular Plant,Ranunculus abortivus,LITTLELEAF BUTTERCUP,Present
1384,Glacier National Park,Vascular Plant,Ranunculus acris,TALL BUTTERCUP,Present
1385,Glacier National Park,Vascular Plant,Ranunculus cardiophyllus,HEART-LEAVED BUTTERCUP,Present
1386,Glacier National Park,Vascular Plant,Ranunculus eschscholtzii var. eschscholtzii,SUBALPINE BUTTERCUP,Present
1387,Glacier National Park,Vascular Plant,Ranunculus flammula var. flammula,LESSER SPEARWORT,Present
1388,Glacier National Park,Vascular Plant,Ranunculus glaberrimus var. ellipticus,ELLIPTICAL BUTTERCUP,Present
1389,Glacier National Park,Vascular Plant,Ranunculus gmelinii,YELLOW WATER-BUTTERCUP,Present
1390,Glacier National Park,Vascular Plant,Ranunculus inamoenus,UNLOVELY BUTTERCUP,Present
1391,Glacier National Park,Vascular Plant,Ranunculus macounii,MACOUN'S BUTTERCUP,Present
1392,Glacier National Park,Vascular Plant,Ranunculus orthorhynchus var. orthorhynchus,STRAIGHTBEAK BUTTERCUP,Present
1393,Glacier National Park,Vascular Plant,Ranunculus pedatifidus var. affinis,BIRDFOOT BUTTERCUP,Present
1394,Glacier National Park,Vascular Plant,Ranunculus pygmaeus,BUTTERCUP,Present
1395,Glacier National Park,Vascular Plant,Ranunculus repens,CREEPING BUTTERCUP,Present
1396,Glacier National Park,Vascular Plant,Ranunculus suksdorfii,SUBALPINE BUTTERCUP,Present
1397,Glacier National Park,Vascular Plant,Ranunculus trichophyllus var. trichophyllus,WATER CROWFOOT,Present
1398,Glacier National Park,Vascular Plant,Ranunculus uncinatus,LITTLE BUTTERCUP,Present
1399,Glacier National Park,Vascular Plant,Ranunculus verecundus,MODEST BUTTERCUP,Present
1400,Glacier National Park,Vascular Plant,Thalictrum occidentale,WESTERN MEADOWRUE,Present
1401,Glacier National Park,Vascular Plant,Thalictrum venulosum,VEINY MEADOWRUE,Present
1402,Glacier National Park,Vascular Plant,Trollius laxus ssp. albiflorus,AMERICAN GLOBE FLOWER,Present
1403,Glacier National Park,Vascular Plant,Elaeagnus commutata,WOLF-WILLOW,Present
1404,Glacier National Park,Vascular Plant,Shepherdia canadensis,CANADIAN BUFFALOBERRY,Present
1405,Glacier National Park,Vascular Plant,Ceanothus sanguineus,RED-STEM CEANOTHUS,Present
1406,Glacier National Park,Vascular Plant,Ceanothus velutinus,SNOWBRUSH CEANOTHUS,Present
1407,Glacier National Park,Vascular Plant,Rhamnus alnifolia,ALDER BUCKTHORN,Present
1408,Glacier National Park,Vascular Plant,Amelanchier alnifolia,SERVICEBERRY,Present
1409,Glacier National Park,Vascular Plant,Argentina anserina,CREEPING SILVERWEED,Present
1410,Glacier National Park,Vascular Plant,Comarum palustre,MARSH-CINQUEFOIL,Present
1411,Glacier National Park,Vascular Plant,Crataegus douglasii,BLACK HAWTHORN,Present
1412,Glacier National Park,Vascular Plant,Dasiphora floribunda,SHRUBBY CINQUEFOIL,Present
1413,Glacier National Park,Vascular Plant,Dryas drummondii,YELLOW DRYAD,Present
1414,Glacier National Park,Vascular Plant,Dryas octopetala ssp. hookeriana,ALPINE DRYAD,Present
1415,Glacier National Park,Vascular Plant,Fragaria vesca,WOODLAND STRAWBERRY,Present
1416,Glacier National Park,Vascular Plant,Fragaria virginiana,WILD STRAWBERRY,Present
1417,Glacier National Park,Vascular Plant,Geum aleppicum,YELLOW AVENS,Present
1418,Glacier National Park,Vascular Plant,Geum macrophyllum var. perincisum,LARGE-LEAVED AVENS,Present
1419,Glacier National Park,Vascular Plant,Geum rivale,WATER AVENS,Present
1420,Glacier National Park,Vascular Plant,Geum triflorum,PRAIRIE SMOKE,Present
1421,Glacier National Park,Vascular Plant,Holodiscus discolor,"OCEAN-SPRAY, MOUNTAIN SPRAY",Present
1422,Glacier National Park,Vascular Plant,Physocarpus malvaceus,NINEBARK,Present
1423,Glacier National Park,Vascular Plant,Potentilla argentea,SILVERY CINQUEFOIL,Present
1424,Glacier National Park,Vascular Plant,Potentilla arguta,TALL CINQUEFOIL,Present
1425,Glacier National Park,Vascular Plant,Potentilla diversifolia var. diversifolia,DIVERSE-LEAVED CINQUEFOIL,Present
1426,Glacier National Park,Vascular Plant,Potentilla diversifolia var. perdissecta,MOUNTAIN MEADOW CINQUEFOIL,Present
1427,Glacier National Park,Vascular Plant,Potentilla glandulosa ssp. glandulosa,STICKY CINQUEFOIL,Present
1428,Glacier National Park,Vascular Plant,Potentilla glandulosa ssp. pseudorupestris,STICKY CINQUEFOIL,Present
1429,Glacier National Park,Vascular Plant,Potentilla gracilis var. brunnescens,PRAIRIE CINQUEFOIL,Present
1430,Glacier National Park,Vascular Plant,Potentilla gracilis var. fastigiata,PRAIRIE CINQUEFOIL,Present
1431,Glacier National Park,Vascular Plant,Potentilla gracilis var. flabelliformis,PRAIRIE CINQUEFOIL,Present
1432,Glacier National Park,Vascular Plant,Potentilla hippiana,WOOLY CINQUEFOIL,Present
1433,Glacier National Park,Vascular Plant,Potentilla nivea,SNOW CINQUEFOIL,Present
1434,Glacier National Park,Vascular Plant,Potentilla nivea var. pentaphylla,ALPINE CINQUEFOIL,Present
1435,Glacier National Park,Vascular Plant,Potentilla norvegica,NORWEGIAN CINQUEFOIL,Present
1436,Glacier National Park,Vascular Plant,Potentilla ovina,SHEEP CINQUEFOIL,Present
1437,Glacier National Park,Vascular Plant,Potentilla pensylvanica,PRAIRIE CINQUEFOIL,Present
1438,Glacier National Park,Vascular Plant,Potentilla pulcherrima,SOFT CINQUEFOIL,Present
1439,Glacier National Park,Vascular Plant,Potentilla recta,SULPHER CINQUIFOIL,Present
1440,Glacier National Park,Vascular Plant,Potentilla subjuga,EARLY CINQUEFOIL,Present
1441,Glacier National Park,Vascular Plant,Potentilla uniflora,ONE-FLOWERED CINQUEFOIL,Present
1442,Glacier National Park,Vascular Plant,Prunus emarginata var. emarginata,BITTERCHERRY,Present
1443,Glacier National Park,Vascular Plant,Prunus pensylvanica,PIN CHERRY,Present
1444,Glacier National Park,Vascular Plant,Prunus virginiana var. melanocarpa,CHOKECHERRY,Present
1445,Glacier National Park,Vascular Plant,Rosa acicularis,PRICKLY ROSE,Present
1446,Glacier National Park,Vascular Plant,Rosa arkansana,PRAIRIE ROSE,Present
1447,Glacier National Park,Vascular Plant,Rosa gymnocarpa,BALDHIP ROSE,Present
1448,Glacier National Park,Vascular Plant,Rosa nutkana var. hispida,BRISTLY NOOTKA ROSE,Present
1449,Glacier National Park,Vascular Plant,Rosa woodsii var. ultramontana,PEARHIP ROSE,Present
1450,Glacier National Park,Vascular Plant,Rosa woodsii var. woodsii,WOODS'S ROSE,Present
1451,Glacier National Park,Vascular Plant,Rubus arcticus ssp. acaulis,NAGOONBERRY,Present
1452,Glacier National Park,Vascular Plant,Rubus idaeus ssp. strigosus,RED RASBERRY,Present
1453,Glacier National Park,Vascular Plant,Rubus leucodermis,BLACK RASPBERRY,Present
1454,Glacier National Park,Vascular Plant,Rubus parviflorus,THIMBLEBERRY,Present
1455,Glacier National Park,Vascular Plant,Rubus pedatus,STRAWBERRY BRAMBLE,Present
1456,Glacier National Park,Vascular Plant,Rubus pubescens,DWARF RED RASPBERRY,Present
1457,Glacier National Park,Vascular Plant,Sanguisorba occidentalis,ANNUAL BURNETT,Present
1458,Glacier National Park,Vascular Plant,Sibbaldia procumbens,SIBBALDIA,Present
1459,Glacier National Park,Vascular Plant,Sorbus aucuparia,EUROPEAN MOUTAIN ASH,Present
1460,Glacier National Park,Vascular Plant,Sorbus scopulina var. scopulina,CASCADE MOUNTAIN-ASH,Present
1461,Glacier National Park,Vascular Plant,Sorbus sitchensis var. sitchensis,SITKA MOUNTAIN-ASH,Present
1462,Glacier National Park,Vascular Plant,Spiraea betulifolia var. lucida,SHINY-LEAVED SPIRAEA,Present
1463,Glacier National Park,Vascular Plant,Spiraea douglasii var. douglasii,ROSE SPIRAEA,Present
1464,Glacier National Park,Vascular Plant,Spiraea splendens var. splendens,SUBALPINE SPIRAEA,Present
1465,Glacier National Park,Vascular Plant,Urtica dioica ssp. gracilis,STINGING NETTLE,Present
1466,Glacier National Park,Vascular Plant,Arceuthobium americanum,DWARF MISTLETOE,Present
1467,Glacier National Park,Vascular Plant,Arceuthobium douglasii,DOUGLAS FIR DWARF MISTLETOE,Present
1468,Glacier National Park,Vascular Plant,Comandra umbellata ssp. pallida,BASTARD TOADFLAX,Present
1469,Glacier National Park,Vascular Plant,Geocaulon lividum,COMANDRA,Present
1470,Glacier National Park,Vascular Plant,Toxicodendron rydbergii,POISON IVY,Present
1471,Glacier National Park,Vascular Plant,Acer glabrum var. douglasii,DOUGLAS MAPLE,Present
1472,Glacier National Park,Vascular Plant,Acer glabrum var. glabrum,ROCKY MOUNTAIN MAPLE,Present
1473,Glacier National Park,Vascular Plant,Rhodiola integrifolia ssp. integrifolia,KING'S CROWN,Present
1474,Glacier National Park,Vascular Plant,Sedum lanceolatum,LANCE-LEAVED STONECROP,Present
1475,Glacier National Park,Vascular Plant,Sedum stenopetalum,WORMLEAVED STONECROP,Present
1476,Glacier National Park,Vascular Plant,Ribes hudsonianum var. petiolare,STINKING CURRANT,Present
1477,Glacier National Park,Vascular Plant,Ribes inerme,WHITESTEM GOOSEBERRY,Present
1478,Glacier National Park,Vascular Plant,Ribes lacustre,SWAMP-GOOSEBERRY,Present
1479,Glacier National Park,Vascular Plant,Ribes oxyacanthoides ssp. hendersonii,HENDERSON'S GOOSEBERRY,Present
1480,Glacier National Park,Vascular Plant,Ribes oxyacanthoides ssp. irriguum,IDAHO GOOSEBERRY,Present
1481,Glacier National Park,Vascular Plant,Ribes oxyacanthoides ssp. setosum,MISSOURI GOOSEBERRY,Present
1482,Glacier National Park,Vascular Plant,Ribes viscosissimum var. viscosissimum,STICKY CURRANT,Present
1483,Glacier National Park,Vascular Plant,Myriophyllum sibiricum,WATER-MILFOIL,Present
1484,Glacier National Park,Vascular Plant,Conimitella williamsii,CONIMITELLA,Present
1485,Glacier National Park,Vascular Plant,Heuchera cylindrica var. glabella,ROCK ALUMROOT,Present
1486,Glacier National Park,Vascular Plant,Heuchera flabellifolia var. flabellifolia,PRAIRIE ALUMROOT,Present
1487,Glacier National Park,Vascular Plant,Leptarrhena pyrolifolia,LEATHERLEAF,Present
1488,Glacier National Park,Vascular Plant,Lithophragma glabrum,ROCKSTAR,Present
1489,Glacier National Park,Vascular Plant,Lithophragma parviflorum,SMALL-FLOWERED FRINGECUP,Present
1490,Glacier National Park,Vascular Plant,Mitella breweri,BREWER'S MITREWORT,Present
1491,Glacier National Park,Vascular Plant,Mitella nuda,BARE-STEMMED MITREWORT,Present
1492,Glacier National Park,Vascular Plant,Mitella pentandra,ALPINE MITREWORT,Present
1493,Glacier National Park,Vascular Plant,Mitella stauropetala,SIDE-FLOWERED MITREWORT,Present
1494,Glacier National Park,Vascular Plant,Mitella trifida,THREE-TOOTHED MITREWORT,Present
1495,Glacier National Park,Vascular Plant,Saxifraga adscendens,WEDGELEAF SAXOFRAGE,Present
1496,Glacier National Park,Vascular Plant,Saxifraga bronchialis ssp. austromontana,SPOTTED SAXIFRAGE,Present
1497,Glacier National Park,Vascular Plant,Saxifraga caespitosa,TUFTED SAXIFRAGE,Present
1498,Glacier National Park,Vascular Plant,Saxifraga cernua,NODDING SAXIFRAGE,Present
1499,Glacier National Park,Vascular Plant,Saxifraga ferruginea,RUSTY SAXIFRAGE,Present
1500,Glacier National Park,Vascular Plant,Saxifraga hyperborea,WEAK SAXIFRAGE,Present
1501,Glacier National Park,Vascular Plant,Saxifraga lyallii,RED-STEM SAXIFRAGE,Present
1502,Glacier National Park,Vascular Plant,Saxifraga mertensiana,MERTENS' SAXIFRAGE,Present
1503,Glacier National Park,Vascular Plant,Saxifraga nivalis,ALPINE SAXIFRAGE,Present
1504,Glacier National Park,Vascular Plant,Saxifraga occidentalis,WESTERN SAXIFRAGE,Present
1505,Glacier National Park,Vascular Plant,Saxifraga odontoloma,BROOK SAXIFRAGE,Present
1506,Glacier National Park,Vascular Plant,Saxifraga oppositifolia,PURPLE SAXIFRAGE,Present
1507,Glacier National Park,Vascular Plant,Saxifraga subapetala,OREGON SAXIFRAGE,Present
1508,Glacier National Park,Vascular Plant,Suksdorfia ranunculifolia,SUBALPINE SUKSDORFIA,Present
1509,Glacier National Park,Vascular Plant,Suksdorfia violacea,VIOLET SUKSDORFIA,Present
1510,Glacier National Park,Vascular Plant,Tellima grandiflora,FRINGECUP,Present
1511,Glacier National Park,Vascular Plant,Tiarella trifoliata var. unifoliata,TREFOIL-FOAMFLOWER,Present
1512,Glacier National Park,Vascular Plant,Selaginella densa var. scopulorum,COMPACT SELAGINELLA,Present
1513,Glacier National Park,Vascular Plant,Selaginella densa var. standleyi,COMPACT SELAGINELLA,Present
1514,Glacier National Park,Vascular Plant,Selaginella wallacei,WALLACE'S SELAGINELLA,Present
1515,Glacier National Park,Vascular Plant,Convolvulus arvensis,FIELD BINDWEED,Present
1516,Glacier National Park,Vascular Plant,Solanum dulcamara,BITTERSWEET NIGHTSHADE,Present
1517,Glacier National Park,Vascular Plant,Solanum sarrachoides,HAIRY NIGHTSHADE,Present
